./embeddings/facenet/train_160x160/20180402-114759/10b36d309a0c4baeafe312e55355ef47.npy,399
./embeddings/facenet/train_160x160/20180402-114759/10b36d309a0c4baeafe312e55355ef47_flip.npy,399
./embeddings/facenet/train_160x160/20180402-114759/18d2f368513a4abc93122047044aec08.npy,881
./embeddings/facenet/train_160x160/20180402-114759/18d2f368513a4abc93122047044aec08_flip.npy,881
./embeddings/facenet/train_160x160/20180402-114759/24bf4e543ad247f38cafb8129b586e34.npy,708
./embeddings/facenet/train_160x160/20180402-114759/24bf4e543ad247f38cafb8129b586e34_flip.npy,708
./embeddings/facenet/train_160x160/20180402-114759/4e4cc09af7f94737b1d3856ca46906fc.npy,739
./embeddings/facenet/train_160x160/20180402-114759/4e4cc09af7f94737b1d3856ca46906fc_flip.npy,739
./embeddings/facenet/train_160x160/20180402-114759/046f525c3edc420c9f9e7303251c3eed.npy,917
./embeddings/facenet/train_160x160/20180402-114759/046f525c3edc420c9f9e7303251c3eed_flip.npy,917
./embeddings/facenet/train_160x160/20180402-114759/fe9291b705e64b41bab0aa0cda5643a7.npy,875
./embeddings/facenet/train_160x160/20180402-114759/fe9291b705e64b41bab0aa0cda5643a7_flip.npy,875
./embeddings/facenet/train_160x160/20180402-114759/279ba26e72914f44a9d1ebbc91a4bf9a.npy,703
./embeddings/facenet/train_160x160/20180402-114759/279ba26e72914f44a9d1ebbc91a4bf9a_flip.npy,703
./embeddings/facenet/train_160x160/20180402-114759/8efa4fb95a614ca5a5a2ed5c86aef46f.npy,524
./embeddings/facenet/train_160x160/20180402-114759/8efa4fb95a614ca5a5a2ed5c86aef46f_flip.npy,524
./embeddings/facenet/train_160x160/20180402-114759/6882cb3237b34291aaaeabf5dbe45a1a.npy,229
./embeddings/facenet/train_160x160/20180402-114759/6882cb3237b34291aaaeabf5dbe45a1a_flip.npy,229
./embeddings/facenet/train_160x160/20180402-114759/74a83fe3dba544349689017d82052052.npy,646
./embeddings/facenet/train_160x160/20180402-114759/74a83fe3dba544349689017d82052052_flip.npy,646
./embeddings/facenet/train_160x160/20180402-114759/5effa8e0036d4ab48a580db06b55ebee.npy,407
./embeddings/facenet/train_160x160/20180402-114759/5effa8e0036d4ab48a580db06b55ebee_flip.npy,407
./embeddings/facenet/train_160x160/20180402-114759/b4089ac564354c5298aea8406b008d9b.npy,443
./embeddings/facenet/train_160x160/20180402-114759/b4089ac564354c5298aea8406b008d9b_flip.npy,443
./embeddings/facenet/train_160x160/20180402-114759/6b279c2d81da4aef8ca6b35d48ce1080.npy,574
./embeddings/facenet/train_160x160/20180402-114759/6b279c2d81da4aef8ca6b35d48ce1080_flip.npy,574
./embeddings/facenet/train_160x160/20180402-114759/4ce349942175405ebf0b41b91e169202.npy,27
./embeddings/facenet/train_160x160/20180402-114759/4ce349942175405ebf0b41b91e169202_flip.npy,27
./embeddings/facenet/train_160x160/20180402-114759/3cff6c5d23ed4e8c85b8821493005385.npy,274
./embeddings/facenet/train_160x160/20180402-114759/3cff6c5d23ed4e8c85b8821493005385_flip.npy,274
./embeddings/facenet/train_160x160/20180402-114759/70aa829167424f4986c6c402ab70d607.npy,684
./embeddings/facenet/train_160x160/20180402-114759/70aa829167424f4986c6c402ab70d607_flip.npy,684
./embeddings/facenet/train_160x160/20180402-114759/ae5fa839b2e0490381d2cca6726267fd.npy,491
./embeddings/facenet/train_160x160/20180402-114759/ae5fa839b2e0490381d2cca6726267fd_flip.npy,491
./embeddings/facenet/train_160x160/20180402-114759/67d62f8d105e4ace9413c69f668e4d01.npy,870
./embeddings/facenet/train_160x160/20180402-114759/67d62f8d105e4ace9413c69f668e4d01_flip.npy,870
./embeddings/facenet/train_160x160/20180402-114759/31b684ad165a4cdea745ddba7656966d.npy,432
./embeddings/facenet/train_160x160/20180402-114759/31b684ad165a4cdea745ddba7656966d_flip.npy,432
./embeddings/facenet/train_160x160/20180402-114759/f0bb9d90f39f435ca0564c4ed4cbe2b2.npy,251
./embeddings/facenet/train_160x160/20180402-114759/f0bb9d90f39f435ca0564c4ed4cbe2b2_flip.npy,251
./embeddings/facenet/train_160x160/20180402-114759/b95a193093a64b5792b224624fef3c9f.npy,850
./embeddings/facenet/train_160x160/20180402-114759/b95a193093a64b5792b224624fef3c9f_flip.npy,850
./embeddings/facenet/train_160x160/20180402-114759/71c92df56154409f86c051cb4a62575f.npy,6
./embeddings/facenet/train_160x160/20180402-114759/71c92df56154409f86c051cb4a62575f_flip.npy,6
./embeddings/facenet/train_160x160/20180402-114759/5d64bb0cf0654036a09f27c830e2c8b9.npy,861
./embeddings/facenet/train_160x160/20180402-114759/5d64bb0cf0654036a09f27c830e2c8b9_flip.npy,861
./embeddings/facenet/train_160x160/20180402-114759/c9ba0b0a874b4c429dbf02088292b461.npy,27
./embeddings/facenet/train_160x160/20180402-114759/c9ba0b0a874b4c429dbf02088292b461_flip.npy,27
./embeddings/facenet/train_160x160/20180402-114759/1caccf3ded984dcaa393af9d11876d45.npy,523
./embeddings/facenet/train_160x160/20180402-114759/1caccf3ded984dcaa393af9d11876d45_flip.npy,523
./embeddings/facenet/train_160x160/20180402-114759/5a6bdf38f44b4d7e9a180a812f692d30.npy,717
./embeddings/facenet/train_160x160/20180402-114759/5a6bdf38f44b4d7e9a180a812f692d30_flip.npy,717
./embeddings/facenet/train_160x160/20180402-114759/a9a06c20c7104b7986bf0a4a28f87408.npy,368
./embeddings/facenet/train_160x160/20180402-114759/a9a06c20c7104b7986bf0a4a28f87408_flip.npy,368
./embeddings/facenet/train_160x160/20180402-114759/796ae8484b904590b2e27bbd280c59c6.npy,560
./embeddings/facenet/train_160x160/20180402-114759/796ae8484b904590b2e27bbd280c59c6_flip.npy,560
./embeddings/facenet/train_160x160/20180402-114759/fd9656653a0347ecb40293a9abfb2ea3.npy,306
./embeddings/facenet/train_160x160/20180402-114759/fd9656653a0347ecb40293a9abfb2ea3_flip.npy,306
./embeddings/facenet/train_160x160/20180402-114759/6dc24653456548cdb00658af1c30a2e1.npy,346
./embeddings/facenet/train_160x160/20180402-114759/6dc24653456548cdb00658af1c30a2e1_flip.npy,346
./embeddings/facenet/train_160x160/20180402-114759/80eebcd325754b49b31c9d118ae1b280.npy,695
./embeddings/facenet/train_160x160/20180402-114759/80eebcd325754b49b31c9d118ae1b280_flip.npy,695
./embeddings/facenet/train_160x160/20180402-114759/8d006ef6cea846458970f62cd5d9b808.npy,852
./embeddings/facenet/train_160x160/20180402-114759/8d006ef6cea846458970f62cd5d9b808_flip.npy,852
./embeddings/facenet/train_160x160/20180402-114759/9b92067d0dbf4fe591fad8bb56129998.npy,694
./embeddings/facenet/train_160x160/20180402-114759/9b92067d0dbf4fe591fad8bb56129998_flip.npy,694
./embeddings/facenet/train_160x160/20180402-114759/3fc47f724b8f41709381166900aa0039.npy,144
./embeddings/facenet/train_160x160/20180402-114759/3fc47f724b8f41709381166900aa0039_flip.npy,144
./embeddings/facenet/train_160x160/20180402-114759/1e48899a7e3a491faa62daab52de4a2d.npy,705
./embeddings/facenet/train_160x160/20180402-114759/1e48899a7e3a491faa62daab52de4a2d_flip.npy,705
./embeddings/facenet/train_160x160/20180402-114759/64b05b9ede3241409968a1b0890c19cd.npy,250
./embeddings/facenet/train_160x160/20180402-114759/64b05b9ede3241409968a1b0890c19cd_flip.npy,250
./embeddings/facenet/train_160x160/20180402-114759/8a09371d84294b79ab9b6e1333f31c8a.npy,518
./embeddings/facenet/train_160x160/20180402-114759/8a09371d84294b79ab9b6e1333f31c8a_flip.npy,518
./embeddings/facenet/train_160x160/20180402-114759/a9bd109d9cca4a3897ceca8bfebf60df.npy,646
./embeddings/facenet/train_160x160/20180402-114759/a9bd109d9cca4a3897ceca8bfebf60df_flip.npy,646
./embeddings/facenet/train_160x160/20180402-114759/2793b69c181b4b22914659c677a7ec3e.npy,981
./embeddings/facenet/train_160x160/20180402-114759/2793b69c181b4b22914659c677a7ec3e_flip.npy,981
./embeddings/facenet/train_160x160/20180402-114759/64c48502e6c44ae08d97ffb7d8c32148.npy,361
./embeddings/facenet/train_160x160/20180402-114759/64c48502e6c44ae08d97ffb7d8c32148_flip.npy,361
./embeddings/facenet/train_160x160/20180402-114759/61f516ca98f54ef69bd79114cd1a9173.npy,484
./embeddings/facenet/train_160x160/20180402-114759/61f516ca98f54ef69bd79114cd1a9173_flip.npy,484
./embeddings/facenet/train_160x160/20180402-114759/a49e3bf099ab4dfe8b6c25c4cfbad4fb.npy,600
./embeddings/facenet/train_160x160/20180402-114759/a49e3bf099ab4dfe8b6c25c4cfbad4fb_flip.npy,600
./embeddings/facenet/train_160x160/20180402-114759/1767106b4e184b2da8ab90cf66e3d2b3.npy,885
./embeddings/facenet/train_160x160/20180402-114759/1767106b4e184b2da8ab90cf66e3d2b3_flip.npy,885
./embeddings/facenet/train_160x160/20180402-114759/5eeb082e028b4f78b41ac15cd756a4b6.npy,402
./embeddings/facenet/train_160x160/20180402-114759/5eeb082e028b4f78b41ac15cd756a4b6_flip.npy,402
./embeddings/facenet/train_160x160/20180402-114759/07298c59ccfc47c2947d695a19289fa5.npy,832
./embeddings/facenet/train_160x160/20180402-114759/07298c59ccfc47c2947d695a19289fa5_flip.npy,832
